OBJECTID,Kommentar,Kulp_nedstrøms,Avstand til kulp,Beskrivelse av kulp,Vanndybde_nedstrøms,Stedsnavn,Studentenes vurdering,Anadrom strekning?,Over driftskontrakt?,Type tiltak,Prioritering,Fagkommentar,Kontrollert,Vassdragets viktighet,x,y
2,"ikke vandringssHinder, ser mye fisk ",Nei,0,,40.0,skjosbukten,Nei,,,, ,,Nei,,"85 320,508","6 463 117,304"
3,"langt RØR, SER IKKE OPPSTREMS. sannsynslig vandringshinder,stor ål i åpningen",Nei,0,,50.0,skjosbukten,Usikker,,,, ,,Nei,,"85 403,781","6 462 900,662"
4,"tror ikke dette røret er fisketransporterende, sannsynligvis bare drenering",Nei,0,,15.0,langenesveien,Usikker,,,, ,,Nei,,"84 584,62","6 462 651,06"
5,"sannsynligvis bare drenering, SER IKKE noe oppstrems ",Nei,0,,5.0,langenesveien,Usikker,,,, ,,Nei,,"84 609,033","6 462 668,29"
6,ikke funnet ,,,,,,,,,, ,,Nei,,"84 631,038","6 462 685,965"
7,"vann i røret, tørt å oversiden. sannsynligvis ikke vandringshinder. tørt etter RØR",Nei,0,,0.0,langenesveien,Usikker,,,, ,,Nei,,"84 444,782","6 462 567,464"
8,"ikke barriere, god for vandring, ligger stein som terskler nedstrøms. ",Nei,0,,30.0,langenesveien ,Nei,,,, ,,Nei,,"84 250,624","6 462 492,734"
9,"barriere ved lav vannstand, men sannsynligvis passerer noe fisk. kjempebjørnekjeks langs bekken.",Ja,80,"omtrent 40cm dyp, men med 20 cm avstand til røret. stor kulp",40.0,langenesveien ,Usikker,,,, ,,Nei,,"84 097,901","6 462 476,519"
10,"ikke vandringshinder, observerer noe småfisk. fin god vannføring",Nei,0,,40.0,gillsvannet,Nei,,,, ,,Nei,,"90 780,059","6 470 320,921"
11,både gitter og stålplate nedstrøms vil gjøre dette til hinder  men ikke barriere. hvorfor plate? bedre vannføring hadde gjort ok.,Nei,10,,20.0,gillsvannet,Usikker,,,, ,,Nei,,"90 956,015","6 471 321,658"
12,"bra kantvegetasjo, ikke hinder. bra vannføring. og ligger steiner i vannet, som skaper dynamikk i bekken ",Nei,0,,15.0,joker justvik,Nei,,,, ,,Nei,,"91 015,008","6 472 060,85"
13,"usikker på om dette er utløp, hvis det er det, vil det være nødvendig med høyere vannstand for at fisk skal passere. tørt og Per nå 40 meter ut til innsjøen. ",Nei,0,,0.0,justvik,Usikker,,,, ,,Nei,,"90 941,767","6 472 850,076"
14,"ikke vann gjennom rør, røret er tett oppstrøms inni. burde ryddes. mye søppel nedstrøms, ellers fin  kantvegetasjon. mye søppel nedstrøms. vandringsbarriere nå",Nei,0,,0.0,ålefjær,Ja,,,, ,,Nei,,"90 936,092","6 473 584,961"
15,"kuverter er vel i hovedsak bare drenering, sannsynlig hinder, lite vann  lite vannføring. sannsynligvis ikke gytebekk. ",Nei,0,,5.0,ålefjær,Usikker,,,, ,,Nei,,"90 593,361","6 473 946,153"
16,"usikker på om dette er et sted fisk vandrer, avhengig av kontakt med insjø, noe usannsynlig. må ha vannføring for å være fisketransporterende.  ",Nei,5,,0.0,ålefjær,Usikker,,,, ,,Nei,,"90 818,284","6 474 449,459"
17,"Stort rør ned ender i mindre plastrør. Må sjekke om dette ender i fjorden og hvordan dette er. Sannsynlig hinder, renger med ikke 100% barriere ",Nei,0,,0.0,Ålefjør,Ja,,,, ,,Nei,,"90 841,94","6 475 414,807"
18,"Bra habitat ikke hinder, hindrer ikke vandring. Ser fisk. God vegetasjon. ",Nei,0,,30.0,Ålefjær,Nei,,,, ,,Nei,,"90 758,481","6 475 959,423"
19,"Noe lav vannstand, men ikke problematisk. Bra kantvegetasjon, ikke vandringshinder, bra bunnforhold i rør. ",Nei,0,,5.0,Ålefjør,Nei,,,, ,,Nei,,"89 456,289","6 477 642,967"
20,"Vil sannsynligvis ikke være vandringshinder ved høyere vannføring. Er litt Bakke fra bekken opp mot kulvert, men bør gå bra. Er betongrør nederst og firkantet brokonstrukskon oppstrøms. Er veldig tørt nå, men ellers fin kantvegetasjon og bunnforhold.",Ja,35,"Liten grunn kulp, vil ikke være dypere en omtrent 10 cm. ",0.0,Ålefjær,Nei,,,, ,,Nei,,"90 677,639","6 475 861,022"
21,"Tørt bekkelei, finner ikke innløp, men er en tør bekk på andre siden av veien, gammelt rør muligens ",Nei,0,,0.0,Ålefjør,Ja,,,, ,,Nei,,"90 465,77","6 476 999,162"
22,"Bra bunnforhold og vegetasjon. Kulvert ikke vandringshinder, bra ",Nei,5,,10.0,Ålefjær,Nei,,,, ,,Nei,,"90 534,01","6 476 949,972"
23,Mindre langt plastrør som drener ned ved innløpet til den større kulverten. Går i 2 rør via en kum. Noe knotete å vandre gjennom sannsynligvis ,Nei,60,,5.0,Ålefjær,Nei,,,, ,,Nei,,"88 944,665","6 478 070,02"
24,"Enten så er denne vinklet ellerRedusert vanndybde på grunn av mye slam og sediment i kulverten. Observerte ål/fisk, regner ikke denne for et vandringshinder. Noe tør, og er mulig sediment burde vært gravd ut. ",Nei,0,,20.0,Ålefjær,Usikker,,,, ,,Nei,,"88 968,905","6 478 053,065"
25,Ikke vandringshinder hvis fisken kommer hit ,Nei,0,,5.0,Ålefjær,Nei,,,, ,,Nei,,"89 043,827","6 478 745,55"
26,"Jeg går utifra at disse 3 rørene henger sammen,  tror at fisk hvis fisk kan passere vil denne uansett fungere som hinder i en grad  ",Nei,5,,5.0,Ålefjærveien,Usikker,,,, ,,Nei,,"88 905,359","6 478 948,291"
27,"Lite vann, noe sedimenter i bunnen av kulvert. Ikke barriere. ",Nei,0,,3.0,Ålefjær,Nei,,,, ,,Nei,,"88 876,355","6 478 975,783"
28,"Lite rør, ser tett ut, men bør ellers kunne vandres gjennom. ",Nei,15,,5.0,Ålefjær,Ja,,,, ,,Nei,,"88 901,818","6 478 947,199"
29,"Ikke barriere hvis det er fisk her, men mye av kulveeten er full av sediment nedstrøms. Er veldig tør og ",Nei,0,,2.0,Ålefjær,Nei,,,, ,,Nei,,"88 573,898","6 479 211,424"
30,Lite vann og veldig mye stigning vil gjøre veien opp mot røret vanskelig. Ikke mulighet for serlig hopping heller. Sannsynlig hinder mulig barriere ,Nei,50,,0.0,Ålefjær,Usikker,,,, ,,Nei,,"88 695,631","6 479 047,867"
32,"Ikke hinder, men noe avstand fra kulp til stikkrenne. Vandring bør være ok. Litt mye vegetasjon foran stikkrenne. ",Ja,60,"Liten kulp, sannsynligvis større ved mer vann. Stor avstand fra kulvert til rør. ",10.0,Mot søgne,Nei,,,, ,,Nei,,"83 686,887","6 461 749,229"
33,Noe tørt nedstrøms. Ikke høyt mot kulvert i forhold til hopp. Bør fungere bra for vandring. Lite vannføring for øyeblikket. Bra ,Nei,5,,0.0,Mot søgne ,Nei,,,, ,,Nei,,"83 281,946","6 460 842,792"
34,ingen vann i rør men vann renne på siden av rør.... noe usikkert mtp høyere vannføring,Nei,10,,10.0,hlskogen,Ja,,,, ,,Nei,,"83 155,755","6 460 314,524"
35,"Bør utbedres. Rør er lite og samler mye rusk i åpning på grunn av vannrør. Selve stikkrenna er noe liten, og vil kunne få veldig høy vannhastighet. Demningen nedenfor kulp vil kunne være barriere. ",Ja,10,"Stor kulp, laget demning ved kulpen. Vanndybde 40-60cm. ",40.0,Mot søgne ,Usikker,,,, ,,Nei,,"82 439,601","6 459 150,72"
36,"Ikke hinder, noe lav vannføring, ikke problematisk og vandre gjennom. God størrelse ",Nei,5,,15.0,Søgne vgs ,Nei,,,, ,,Nei,,"78 031,759","6 461 535,918"
37,"Ikke vandringshinder, mulig kulvert er noe lav i forhold til vannstand. Sannsynligvis helt ok. ",Ja,0,"Stor grunn kulp, ikke nødvendig med hopp.",40.0,Søgne vgs ,Nei,,,, ,,Nei,,"78 719,719","6 461 234,483"
38,"Sannsynligvis grei å vandre gjennom. Stikkrenna er lav, og vil muligens være under vannstand ved mye vann. Er mye vegetasjon som delvis sperrer kulverten. Sannsynligvis ok for gjennomvandring",Nei,0,,5.0,Søgne vgs ,Nei,,,, ,,Nei,,"78 889,49","6 461 056,454"
39,"Ikke barriere, fin å vandre gjennom. Gode forhold nedstrømstrøms.  ",Nei,15,,5.0,Søgne vgs ,Nei,,,, ,,Nei,,"79 091,153","6 460 923,54"
40,"Ubetydelig. Finner ikke 100% kulverten nedstrøms. Var tett på oppsiden, mulig gravd ned, eller fylt over. Sannsynligvis uansett ikke egnet for fisk ",Nei,0,,0.0,Søgne vgs ,Usikker,,,, ,,Nei,,"79 093,908","6 460 849,413"
41,"Ikke viktig! Sannsynligvis ikke fiskeførende. Veldig høy avstand fra elv og opp, leder heller ikke til egnet gytehabitat. ",Nei,500,,50.0,Søgne ,Ja,,,, ,,Nei,,"78 138,326","6 463 142,079"
42,"Drenering fra kum, selv om det er bekk på oversiden ",Nei,1 500,,50.0,Søgne ,Usikker,,,, ,,Nei,,"78 261,938","6 463 527,71"
43,"Ikke barriere, men regner med denne vil fungere som delvis hinder grunnet lengde, avhengig av vannføring. Noe demningsdannelse nedstrøms av greiner. Denne vil sannsynligvis kunne passeres av fisk. ",Ja,10,"Noe kulp ved lav vannstand, men sannsynligvis ikke mye kulp når vannet når mer normal vannstand. ",15.0,Søgne ,Usikker,,,, ,,Nei,,"79 652,98","6 465 348,035"
44,"Ikke vandringshinder, burde gå bra og svømme gjennom. Noe redusert vegetasjon nedstrøms, men helt greit bra. ",Nei,0,,30.0,Nodeland e39,Nei,,,, ,,Nei,,"79 895,373","6 466 447,087"
45,"Vanskelig å forsere, rør sannsynligvis tett. Barriere ",Ja,100,"Grunn kulp, sannsynligvis dypere ved annen vannhastighet. ",10.0,Nodeland,Ja,,,, ,,Nei,,"79 573,753","6 466 983,742"
46,Må utbedres. Lav kulvert rundt 220cm bred. Stengt oppstrøms av slam og kvist. Vandringsbarriere som den er nå. Ser fisk nedstrøms. ,Nei,0,,40.0,Brenåsveien,Ja,,,, ,,Nei,,"79 304,063","6 466 679,039"
47,"Ikke vandringshinder, ser fisk nedstrøms. Sannsynligvis mindre avstand mot røret når vannet er høyere. ",Nei,15,,40.0,Birkelandveien,Nei,,,, ,,Nei,,"79 382,082","6 466 350,133"
48,"Tørt og mye vegetasjon, som blokerer inngangen noe, men bør kunne vandres igjennom. ",Nei,0,,0.0,,Nei,,,, ,,Nei,,"79 337,396","6 465 861,048"
49,"Fin kulvert, ikke vandringshinder. Grei vannføring ",Nei,0,,20.0,Søgne ,Nei,,,, ,,Nei,,"75 115,96","6 460 331,925"
50,"Burde sjekkes lengre opp i forhold til bebyggelse. Ser fisk, ikke vandringshinder. Er sannsynligvis bro i forhold til bredde >250cm. Sannsynligvis over 3 meter bred. ",Nei,0,,40.0,Søgne ,Nei,,,, ,,Nei,,"75 875,953","6 461 968,498"
51,"sannsynligvis noe vandringsbarriere, på grunn av rist oppstrøms. er fin nedstrøms. langt RØR, SER IKKE gjennom. er fisk nedstrøms",Nei,0,,30.0,søgne,Usikker,,,, ,,Nei,,"77 594,702","6 462 799,429"
52,Ikke vandringshinder. Men er bru ,Nei,0,,60.0,Mandal Daleveien 1,Nei,,,, ,,Nei,,"56 088,56","6 457 265,623"
53,"Ikke vandringshinder for ål eller annen fisk. Grei størrelse, bra vannføring selv om det er tørt. Grei dimensjon på rør. ",Nei,0,,40.0,Mandal 2 ,Nei,,,, ,,Nei,,"56 667,694","6 457 565,432"
54,"Ikke hinder. Kan samle seg slam, og er mye vegetasjon oppstrøms. Savner en litt tydeligere bekk oppstrøms. Med mer kantvegetasjon og tydeligere bekk. Mye landbruksavrenning. ",Nei,0,,10.0,Mandal 3,Nei,,,, ,,Nei,,"56 741,678","6 457 715,774"
55,"Ikke hinder, fin kulvert, noe lav. Grunneier ønsker bedre drenering før kulvert. ",Nei,0,,5.0,Mandal 4 ,Nei,,,, ,,Nei,,"57 245,22","6 458 134,429"
56,"Fint habitat nedstrøms, ikke vandringshinder. ",Nei,0,,15.0,Mandal Daleveien Årekjerrsbekken,Nei,,,, ,,Nei,,"57 427,063","6 458 443,244"
57,"Ikke hinder, observerer mye stor fisk i gjennom kulverten. Fint habitat oppstrøms og nedstrøms. Bra ",Nei,0,,40.0,Mandal 6,Nei,,,, ,,Nei,,"57 863,744","6 459 159,673"
58,"Litt høyde mot kulvert, men er kulvert i stein og fin Inngang til kulvert. Ikke vandringshinder nedstrøms.",Nei,30,,5.0,Mandal 7 ,Nei,,,, ,,Nei,,"57 921,176","6 459 245,841"
59,"Ser fisk nedstrøms. Ikke vandringshinder, sannsynligvis ok ålehabitat oppstrøms. Men litt bratt ",Nei,25,,10.0,Mandal 8 ,Nei,,,, ,,Nei,,"58 341,256","6 459 961,201"
60,"Bratt, mulig ål vandrer. Lite vann nå ",Nei,10,,0.0,Mandal 9 ,Usikker,,,, ,,Nei,,"58 008,549","6 460 349,516"
61,"Bra kulvert, litt stigning opp mot åpning, men greit med normal vannstand, ser fisk nedstrøms. Fint bunnforhold ",Nei,40,,30.0,Mandal 10 ,Nei,,,, ,,Nei,,"57 197,421","6 460 596,86"
62,"Stor fin kulvert, ikke vandringshinder for fisk. Regner med utløp er ved vannspeil ved mer nedbør. ",Nei,10,,100.0,Mandal 11,Nei,,,, ,,Nei,,"58 936,506","6 461 319,221"
63,"Ål vil kunne passere den lille høyden mot kulvert. Fin kulvert, ser fisk i kulvert. Ikke hinder. ",Nei,10,,20.0,Mandal 12 ,Nei,,,, ,,Nei,,"59 122,869","6 461 859,82"
64,Mulig denne vil kunne vandres med høyere vannføring. Sannsynligvis delvis hinder ,Nei,0,,0.0,Mandal 13,Usikker,,,, ,,Nei,,"58 998,959","6 462 545,665"
65,"Ser ikke utløp, vandring blir begrenset av lengde sannsynligvis ",Nei,0,,0.0,Mandal 14,Ja,,,, ,,Nei,,"59 416,825","6 463 233,437"
66,"Bør utbedres, flere bassenger, som vil kunne være vanskelig for ål og passere. Bør gå for anadrom fisk, selv om det vil være krevende",Ja,60,"Flere menneskeskapte kulper, som kan hindre vandring.",100.0,Mandal 15 ,Ja,,,, ,,Nei,,"60 222,087","6 463 991,136"
67,"Noe tør, men fin kulvert med naturlig substrat, ikke hinder. ",Nei,0,,3.0,Mandal 16,Nei,,,, ,,Nei,,"60 222,506","6 463 761,717"
68,Bør ikke være vandringshinder ved normal vannføring. Fin gammel kulvert. Ok for ål og anadrom fisk ,Nei,0,,0.0,Mandal 17,Nei,,,, ,,Nei,,"59 710,978","6 463 054,364"
69,"Det dannes en liten terskel Av et mindre rør som krysser bekken nedstrøms, ikke vandringshinder, grei kulvert. Ser mye fisk nedstrøms mot kulvert. ",Nei,0,,20.0,Kystveien ,Nei,,,, ,,Nei,,"138 568,579","6 498 159,088"
70,"Bru, ikke hinder ",Nei,0,,,Kystveien ,Nei,,,, ,,Nei,,"138 586,795","6 498 096,321"
71,"Sannsynligvis vandringshinder lengre opp, fin bekk ned mot sjøen. ",Nei,0,,10.0,Kystveien ,Usikker,,,, ,,Nei,,"139 469,614","6 497 932,706"
72,"Denne er sannsynligvis vandringsbarriere grunnet lite rør, og høy stigning",Nei,5,,0.0,Kystveien ,Ja,Ja,Nei,UavklartMåBefares,3,ØK Anadrom helt nederst. Det er store høydeforkjeller som gjør at dette ikke vil være en sjøørretbekk videre oppover. Det kan være aktuelt med tiltak for ål.,Nei,,"139 907,249","6 498 567,362"
73,Sannsynligvis ikke fiskeførende. ,Nei,0,,0.0,Tromøy,Usikker,,,, ,,Nei,,"142 108,515","6 497 549,686"
74,"Ikke barriere, noe hinder. mye vegetasjon og igjengrod bekk. Selve kulvert mulig litt liten. Noe fisk bør passere.",Ja,30,"Liten kulp, dannet av en stein som bremser vannføring nedstrømsz ",15.0,Tromøy,Usikker,,,, ,,Nei,,"144 801,486","6 500 579,17"
75,Grei kulvert. Mye slam i bekkeløp. ,Nei,0,,10.0,Tromøy ,Nei,,,, ,,Nei,,"144 483,962","6 498 856,766"
76,"Liten kulvert, liten vannføring. Kulvert nesten helt under vann. ",Nei,0,,40.0,Tromøy ,Nei,,,, ,,Nei,,"144 972,504","6 498 482,557"
77,"Kulvert under jorde, mye vegetasjon som vil kunne sperre ",Nei,0,,15.0,Tromøy ,Usikker,,,, ,,Nei,,"144 581,144","6 498 930,096"
78,"Ikke hinder, men bekkeløp burde vært renska/gravd ut ",Nei,0,,25.0,Tromøy ,Nei,,,, ,,Nei,,"144 604,511","6 498 953,684"
79,"Veldig igjengrodd bekkeløp, ser ikke utløp",Nei,0,,5.0,Tromøy ,Usikker,,,, ,,Nei,,"144 650,058","6 498 995,918"
80,Mye vegetasjon som fungerer som hinder nedstrøms. Mye vegetasjon som blokerer ,Nei,0,,0.0,Tromøy ,Ja,Ja,Ja,,0,,'Ja',,"142 330,434","6 496 435,426"
81,"Kulvert tett oppstrøms, mye vegetasjon i bekkeløp begge sider. ",Nei,0,,0.0,Hove ,Ja,Ja,Ja,LettRensk,0,rør ikke tett -begge ligger fint og ikke trenger rensk,'Ja',,"141 069,139","6 494 766,134"
82,"Lav kulvert, men bør kunne passeres. Mye vegetasjon foran kulvert begge sider ",Nei,0,,25.0,Hove ,Usikker,Ja,,,IkkePrioritert,,'Ja',,"141 046,633","6 495 066,096"
83,"Sliter med å finne ingang på grunn av vegetasjon, hinder ",,,,,Hove ,Ja,,,, ,,Nei,,"141 048,492","6 495 063,756"
84,"Sliter med å finne ingang, bør graves ut, veldig mye vegetasjon",,,,,Hove ,,,,, ,,Nei,,"141 020,245","6 495 082,264"
85,,,,,,Tromøy ,Ja,Ja,Nei,,,ikke et vandringhinder. rørene ligger langt nede og ingen fisk i sivet,Nei,,"140 551,374","6 495 239,554"
86,"Grei kulvert, ikke hinder. ",Nei,0,,50.0,Arendal ,Nei,,,, ,,Nei,,"140 696,953","6 499 140,428"
87,"Finner ikke utløp, veldig mye vegetasjon, gravd ned? ",Nei,,,,Eydehavn ,Ja,Ja,,LettRensk,1,,Nei,,"143 008,644","6 500 757,284"
88,"Grei nedstrøms, god vannføring, stor kulvert. Ligger lavt i vannet. ",Nei,0,,50.0,Grimstad ,Nei,,,, ,,Nei,,"124 569,706","6 484 424,7"
89,"Bør utbedres. Uegnet grunnet lengde og habitat nedstrøms. To rør under vei, sand som sediment, dette streket er sannsynligvis uegnet for fisk. ",Nei,0,,25.0,Grimstad ,Ja,Ja,Nei,OmfattendeUtbedring,2,Må befares nedstrøms ift. hindre her,Nei,,"124 714,636","6 485 035,175"
90,"Denne e fin, litt sandete substrat nedstrøms. ",Nei,0,,25.0,Grimstad ,Nei,,,, ,,Nei,,"124 514,253","6 484 037,682"
91,"Ikke hinder, så lenge rørene ikke tettes med kvist. Mye vegetasjon i bekk. ",Nei,0,,17.0,Grimstad ,Nei,,,, ,,Nei,,"124 395,983","6 484 164,994"
92,"Bru, breiere en 250cm, ikke hinder ",,,,,Grimstad ,Nei,,,, ,,Nei,,"124 472,004","6 483 711,115"
93,"Kulvert sannsynligvis grei. Noe slam og finkornet sediment nedstrøms. Går småkulverten in fra siden, med vann av ukjent kvalitet. ",Nei,0,,15.0,Gross ,Nei,,,, ,,Nei,,"124 355,514","6 483 251,234"
94,Fin kulvert nedstrøms. Ser ut til at bekken er lagt i rør et stykke og kommer ut midt på jordet. ,Nei,0,,10.0,Grimstadb,Ja,Ja,Nei,MindreUtbedring,IkkePrioritert,,'Ja',,"123 822,125","6 483 592,447"
95,"Grei kulvert, litt stigning opp mot utløp, men ikke problematisk for annet en ål muligens. ",Ja,40,"Stor kulp 40-50cm dyp. Store rullestein i bunn. Strupes ned lengre nede, så vil være basseng her uansett vannføring ",60.0,Grimstad ,Nei,,,, ,,Nei,,"120 974,472","6 491 445,593"
96,Demning oppstrøms. Her skal vi ikke gjøre tiltal,Ja,30,"Dyp kulp, som dannes av innsnevring lengre nede. ",60.0,Grimstad ,Ja,Ja,Nei,OmfattendeUtbedring,IkkePrioritert,,'Ja',,"119 670,995","6 491 152,562"
97,Utbedres i 2025,Ja,200,"Stor steiner, 70cm",70.0,Grimstad ,Ja,Ja,Nei,MindreUtbedring,1,,'Ja',,"118 987,907","6 490 562,962"
98,"Grei kulvert, fisk kan gå igjennom. Er dette anadrom strekning? ",Nei,0,,90.0,Grimstad ,Nei,,,, ,,Nei,,"117 939,81","6 491 334,348"
99,"Grei kulvert, ikke hinder ",Nei,0,,50.0,Grimstad ,Nei,,,, ,,Nei,,"117 708,205","6 491 578,381"
100,"Ikke hinder, grei kulvert. Greit Aure habitat. ",Nei,0,,25.0,Grimstad ,Nei,,,, ,,Nei,,"117 176,553","6 491 813,982"
101,"Kulvert nesten gravd ned, og helt under vann. Vil kunne være tungvind å vandre gjennom, sannsynlig hinder.",Nei,0,,40.0,Grimstad ,Usikker,Uklart,Ja,LettRensk, ,,Nei,,"116 119,268","6 492 410,724"
102,"Grei kulvert, ikke hinder ",Nei,0,,25.0,Grimstad ,Nei,,,, ,,Nei,,"115 071,167","6 492 848,621"
103,"Sannsynligvis grei ved normal vannstand, sannsynligvis ikke hinder ",Nei,20,,0.0,Grimstad ,Nei,,,, ,,Nei,,"114 344,328","6 493 476,512"
104,"Sannsynligvis drenering fra mye, ikke økologisk interessant.",,,,,Grumstsd ,Usikker,,,, ,,Nei,,"113 843,285","6 494 267,011"
105,"Stor bru, ikke problematisk for gjenomvandring, ikke hinder.",Nei,0,,50.0,Grimstad nord ,Nei,,,, ,,Nei,,"113 629,899","6 494 586,469"
106,Sannsynligvis grei for gjennomvandring ved normal vannstand. Noe bøy på rør invendig. Et av 2 rør er mulig tett. Men ok.,Nei,0,,0.0,Grimstad nord ,Nei,,,, ,,Nei,,"113 380,206","6 494 970,987"
107,Grei bekk nedstrøms. Høyt fra vannflate opp mot kulvert. Vandringshinder etter kulvert oppstrøms.,Ja,110,Grunn kulp støpt i betong på siden.,20.0,Risørveien (sidebekk Sørfjorden),Ja,,,,IkkePrioritert,"Fossefall, kun for drenering",Nei,,"163 828,536","6 522 878,619"
108,Usikker på om det er fisk her. Kulvert sikkert grei ved høyere vannstand ,Nei,30,,20.0,Risør ,Nei,,,, ,,Nei,,"163 134,155","6 522 513,482"
109,"Veldig lang kulvert, må være hinder, mulig barriere. Mulig man kan sette terskler invendig ved høy vannhastighet. ",Nei,50,,10.0,Risørveien (sidebekk Sørfjorden),Ja,,,,IkkePrioritert,"Ikke sjøørretbekk, komplisert og dyrt tiltak",Nei,,"163 477,556","6 522 831,557"
110,"Denne er sannsynligvis helt ok. Litt stigning opp mot kulvert, men bør gå bra, hvis der e fisk her ",Nei,40,,20.0,Risør ,Nei,,,, ,,Nei,,"161 520,827","6 523 072,53"
111,"Små stikkrennene før kulvert vil kunne være problematiske siden de er så små. Er 5 rør på 20cm. Hinder, kanskje barriere.",Nei,20,,45.0,Risør ,Ja,,,UavklartMåBefares,1,,Nei,,"159 698,75","6 523 466,798"
112,"Er over 250 cm brei, ikke vandringshinder. stor demning litt lenger ned",Ja,0,,40.0,Risør ,Ja,,,,IkkePrioritert,"Bru, og foss nedstrøms",Nei,,"158 940,276","6 523 633,729"
113,"Fin, litt avstand opp mot kulvert, men er ikke bratt og vann renner fint opp. Fungerer bra for vandring ",Nei,40,,30.0,Lyngør ,Nei,,,, ,,Nei,,"158 753,991","6 519 982,252"
114,Grei kulvert. Greit habitat nedstrøms. God vannføring.,Nei,0,,25.0,Lyngør ,Nei,,,, ,,Nei,,"158 926,523","6 520 069,596"
115,Kulvert noe redusert invendig. Ikke hinder. Noe slam fra veiarbeid nedstrøms i bekk. Og noe ras fra arbeid. Men ok. ,Nei,0,,20.0,Lyngør ,Nei,,,, ,,Nei,,"159 246,387","6 520 131,61"
116,Grei kulvert ,Nei,0,,0.0,Lyngør ,Nei,,,, ,,Nei,,"159 982,874","6 520 053,37"
117,Mulig hinderbarriere på grunn av lengde. Noe underdimensjonert rør sannsynligvis. Mudrete vann nedstrøms,Nei,0,,30.0,Lyngør ,Ja,,Uklart,UavklartMåBefares,1,,Nei,,"160 779,725","6 520 362,585"
118,"Hinder på grunn av lengde, mulig barriere. Fin bekk nedstrøms. Veldig lang ",Nei,0,,15.0,Lyngør ,Ja,,,UavklartMåBefares,1,,Nei,,"160 788,44","6 519 107,771"
119,"Ikke egnet for vandring, lite plastrør. Ikke velegnet for vandring. Dårli habitat oppstrøms. ",Nei,20,,0.0,Lyngør ,Usikker,,,,IkkePrioritert,Dårlig habitat,Nei,,"161 837,876","6 520 395,262"
120,"Plaststikkrenne, noe bregrenset habitat. Usikker på fisk, noe hinder",Ja,50,"Noe kulp an stein som ligger under kulvert, så skal gå å hoppe. Hvis der e fisk.",0.0,Lyngør ,Usikker,,,,IkkePrioritert,"Landbrukslandskap, langt fra vann",Nei,,"164 044,293","6 519 856,949"
121,Ikke fiskehabitat oppstrøms. Igjengrodd nedstrøms,Nei,0,,10.0,Lyngør ,Usikker,,,,IkkePrioritert,"Landbruksstrøk, langt fra vann",Nei,,"164 117,047","6 519 830,383"
122,"Veldig høy stigning i noe uegnet bekk, med underdimensjoner plaststikrenne. Gjør denne til hinder og sannsynligvis barriere ",Nei,150,,0.0,Songeveien ,Ja,,,,IkkePrioritert,"Veldig lang kulvert, høyt fall, lukket nederst -loten verdi",'Ja',,"151 750,609","6 519 691,561"
123,Grei kulvert. God størrelse. Ikke hinder ,Nei,10,,70.0,Songeveien,Nei,,,, ,,Nei,,"152 750,567","6 520 555,041"
124,Ser fisk nedstrøms. Håper derfor at vandring under e 18 går greit. 2 store kulverten. Bra substrat og habitat for fisk nedstrøms. Ikke hinder ,Nei,0,,20.0,Songeveien ,Nei,,,, ,,Nei,,"152 686,262","6 520 972,571"
125,"Mye vann rett ved utløp, men bekk tør lengre nede. Ser fisk på begge sider. Vannstand stopper fisk fra å vandre lengre ned nå. Men grei kulvert. Bra habitat, fint substrat.",Nei,0,,30.0,Songeveien ,Nei,,,, ,,Nei,,"152 617,971","6 521 138,278"
126,"Er noe kvist som blokerer ene rør ved innløp, og mye kvist invendig i andre rør. Ville ryddet opp. Ellers fint habitat, noe lav vannstand nå. Ser fisk nedstrøms. ",Nei,0,,20.0,Songeveien ,Usikker,,Ja,,0,,Nei,,"152 535,451","6 521 247,641"
127,"Sannsynligvis hinder, mulig barriere. Bør ses på. Litt høyde mot kulverter. 3 rør totalt. 2 som kanskje kan vandres. Usikker på hinder, siden jeg ikke ser igjennom rørene. Vann går ikke 100% gjennom kulvert. Noe lekkasje. Derfor mulig hinder. ",Nei,30,,50.0,Songeveien ,Ja,,,LettRensk,0,Ikke vandringshinder,'Ja',,"152 478,185","6 521 452,735"
128,Rør ser ut til å være slammet igjen. Usikker på hvor egnet habitat på oversiden er uansett. Men ser fisk nedstrøms ,Nei,0,,50.0,Høvågveien (bekk fra Sukkevann),Ja,,,, ,,Nei,,"93 960,839","6 466 682,207"
129,"Usikker på egnetheten av habitat oppstrøms. Jord som substrat i bekk, ikke hinder ",Nei,0,,10.0,Søm ,Nei,,,, ,,Nei,,"94 344,343","6 466 225,531"
130,Sannsynligvis grei for vandring. Men er veldig tør nå. Mulig noe underdimensjoner kulvert. Sikkert ok for brunaure. ,Nei,0,,0.0,Søm ,Nei,,,, ,,Nei,,"94 288,736","6 466 372,743"
131,"Tør noe igjengrod bekk, bør renskes. oppstrøms og nedstrøms må byttes omm. ",Nei,0,,20.0,Søm ,Usikker,,,, ,,Nei,,"94 917,534","6 465 495,827"
132,gjengrodd og grumsete,Nei,0,,20.0,Frikstadkrysset,Nei,,,, ,,Nei,,"95 018,91","6 465 368,781"
133,fin bekk som renner greit,Nei,0,,20.0,Frikstad,Nei,,,, ,,Nei,,"95 285,783","6 464 511,057"
